wave,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,gender_female,gender_male,race_asian/pacific islander/asian-american,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_other,race_nan,race_o_asian/pacific islander/asian-american,race_o_black/african american,race_o_european/caucasian-american,race_o_latino/hispanic american,race_o_other,race_o_nan
9,42.0,24.0,18,0,5.0,1.0,international affairs,14.0,18.0,20.0,18.0,16.0,14.0,7.0,7.0,7.0,6.0,7.0,3.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,5.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.35,5.0,1.0,6.0,4.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,42.0,23.0,19,0,5.0,1.0,international affairs,15.38,19.23,17.31,19.23,9.62,19.23,5.0,5.0,5.0,5.0,5.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,7.0,5.0,6.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.4,5.0,1.0,7.0,4.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,42.0,30.0,12,1,5.0,1.0,international affairs,17.5,17.5,20.0,12.5,20.0,12.5,2.0,4.0,4.0,4.0,10.0,4.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,5.0,5.0,6.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.1,5.0,1.0,7.0,3.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,25.0,17,1,5.0,1.0,international affairs,13.21,18.87,18.87,16.98,16.98,15.09,8.0,7.0,,7.0,6.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,7.0,6.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.06,5.0,1.0,5.0,4.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,25.0,17,1,5.0,1.0,international affairs,15.38,17.31,17.31,17.31,17.31,15.38,8.0,8.0,8.0,9.0,9.0,8.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,9.0,8.0,9.0,9.0,5.0,5.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,-0.83,5.0,1.0,7.0,4.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,22.0,20,1,5.0,1.0,international affairs,15.38,19.23,19.23,19.23,15.38,11.54,5.0,9.0,8.0,8.0,8.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.04,5.0,1.0,3.0,2.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,22.0,20,1,5.0,1.0,international affairs,16.0,20.0,18.0,20.0,18.0,8.0,4.0,6.0,6.0,7.0,7.0,3.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,5.0,4.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.36,5.0,1.0,7.0,3.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,26.0,16,1,5.0,1.0,international affairs,19.61,15.69,17.65,15.69,17.65,13.73,6.0,8.0,7.0,7.0,6.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0,7.0,7.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.01,5.0,1.0,3.0,3.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,23.0,19,1,5.0,1.0,international affairs,15.38,17.31,19.23,19.23,11.54,17.31,5.0,5.0,6.0,2.0,9.0,3.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,5.0,6.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.08,5.0,1.0,7.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,31.0,11,0,5.0,1.0,international affairs,14.58,16.67,20.83,18.75,16.67,12.5,7.0,7.0,7.0,7.0,7.0,7.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,8.0,7.0,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.09,5.0,1.0,6.0,5.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,42.0,23.0,19,1,5.0,1.0,international affairs,17.31,13.46,17.31,19.23,19.23,13.46,4.0,7.0,6.0,4.0,4.0,4.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,9.0,7.0,7.0,7.0,6.0,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,-0.19,5.0,1.0,8.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,25.0,17,0,5.0,1.0,international affairs,11.54,13.46,19.23,19.23,19.23,17.31,9.0,9.0,9.0,9.0,9.0,9.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,9.0,8.0,7.0,8.0,7.0,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.31,5.0,1.0,7.0,6.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,42.0,28.0,14,0,5.0,1.0,international affairs,13.04,21.74,17.39,17.39,15.22,15.22,5.0,5.0,7.0,5.0,7.0,,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,5.0,8.0,6.0,5.0,6.0,4.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.0,5.0,1.0,3.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,42.0,29.0,13,1,5.0,1.0,international affairs,20.0,15.56,20.0,15.56,11.11,17.78,8.0,10.0,,10.0,,,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0,7.0,5.0,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.4,5.0,1.0,7.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,28.0,14,1,5.0,1.0,international affairs,16.36,16.36,18.18,18.18,16.36,14.55,6.0,9.0,8.0,9.0,8.0,8.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,9.0,7.0,7.0,7.0,5.0,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.25,5.0,1.0,8.0,4.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,42.0,27.0,15,0,5.0,1.0,international affairs,14.29,18.37,18.37,16.33,18.37,14.29,6.0,6.0,6.0,6.0,6.0,5.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.31,5.0,1.0,6.0,3.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,42.0,25.0,17,0,5.0,1.0,international affairs,15.52,17.24,17.24,17.24,17.24,15.52,5.0,8.0,8.0,7.0,7.0,8.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,8.0,6.0,8.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0.21,5.0,1.0,9.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,30.0,24.0,6,0,1.0,1.0,international affairs,16.0,16.0,20.0,16.0,18.0,14.0,8.0,10.0,9.0,8.0,8.0,7.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,-0.28,5.0,,4.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,27.0,3,0,1.0,1.0,international affairs,15.38,19.23,19.23,19.23,13.46,13.46,6.0,10.0,9.0,8.0,10.0,9.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,8.0,8.0,8.0,4.0,6.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.17,5.0,,8.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,25.0,5,0,1.0,1.0,international affairs,17.65,17.65,17.65,15.69,15.69,15.69,3.0,6.0,7.0,8.0,,3.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,8.0,6.0,7.0,6.0,6.0,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.47,5.0,,5.0,3.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,30.0,24.0,6,0,1.0,1.0,international affairs,14.0,18.0,20.0,18.0,16.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,9.0,5.0,6.0,6.0,6.0,9.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.43,5.0,,8.0,10.0,1.0,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,30.0,23.0,7,0,1.0,1.0,international affairs,15.38,19.23,17.31,19.23,9.62,19.23,5.0,5.0,5.0,4.0,4.0,5.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,3.0,6.0,5.0,1.0,7.0,5.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.04,5.0,,3.0,5.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,30.0,30.0,0,0,1.0,1.0,international affairs,17.5,17.5,20.0,12.5,20.0,12.5,3.0,3.0,3.0,8.0,8.0,2.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,9.0,4.0,6.0,6.0,6.0,7.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.39,5.0,,7.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,25.0,5,0,1.0,1.0,international affairs,13.21,18.87,18.87,16.98,16.98,15.09,5.0,7.0,8.0,7.0,7.0,,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,8.0,8.0,7.0,8.0,6.0,8.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.82,5.0,,8.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,25.0,5,0,1.0,1.0,international affairs,15.38,17.31,17.31,17.31,17.31,15.38,8.0,8.0,8.0,7.0,8.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,6.0,6.0,5.0,7.0,8.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,-0.34,5.0,,5.0,7.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,22.0,8,0,1.0,1.0,international affairs,15.38,19.23,19.23,19.23,15.38,11.54,6.0,8.0,8.0,9.0,8.0,6.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,6.0,7.0,4.0,6.0,4.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.24,5.0,,5.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,22.0,8,0,1.0,1.0,international affairs,16.0,20.0,18.0,20.0,18.0,8.0,5.0,5.0,8.0,6.0,9.0,4.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,8.0,8.0,8.0,5.0,5.0,6.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.07,5.0,,7.0,4.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,26.0,4,0,1.0,1.0,international affairs,19.61,15.69,17.65,15.69,17.65,13.73,7.0,7.0,9.0,8.0,7.0,8.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,3.0,6.0,7.0,10.0,6.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.24,5.0,,5.0,7.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,23.0,7,0,1.0,1.0,international affairs,15.38,17.31,19.23,19.23,11.54,17.31,4.0,5.0,5.0,5.0,5.0,2.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,7.0,6.0,8.0,6.0,6.0,4.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.71,5.0,,6.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,31.0,1,0,1.0,1.0,international affairs,14.58,16.67,20.83,18.75,16.67,12.5,7.0,7.0,7.0,7.0,7.0,8.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,7.0,8.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.71,5.0,,7.0,8.0,0.0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,30.0,23.0,7,0,1.0,1.0,international affairs,17.31,13.46,17.31,19.23,19.23,13.46,4.0,5.0,4.0,6.0,5.0,4.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,7.0,4.0,5.0,7.0,8.0,4.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,-0.31,5.0,,5.0,5.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,25.0,5,0,1.0,1.0,international affairs,11.54,13.46,19.23,19.23,19.23,17.31,5.0,9.0,9.0,7.0,8.0,7.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,8.0,8.0,7.0,9.0,6.0,7.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.62,5.0,,8.0,8.0,,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,30.0,28.0,2,0,1.0,1.0,international affairs,13.04,21.74,17.39,17.39,15.22,15.22,8.0,8.0,8.0,,,,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.45,5.0,,5.0,5.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,30.0,29.0,1,0,1.0,1.0,international affairs,20.0,15.56,20.0,15.56,11.11,17.78,5.0,2.0,3.0,1.0,,1.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.54,5.0,,5.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,28.0,2,0,1.0,1.0,international affairs,16.36,16.36,18.18,18.18,16.36,14.55,7.0,8.0,9.0,7.0,10.0,8.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,7.0,5.0,6.0,5.0,7.0,7.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,-0.2,5.0,,6.0,5.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,30.0,27.0,3,1,1.0,1.0,international affairs,14.29,18.37,18.37,16.33,18.37,14.29,7.0,7.0,7.0,8.0,7.0,7.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,6.0,8.0,7.0,6.0,7.0,10.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.35,5.0,,5.0,10.0,1.0,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,30.0,25.0,5,1,1.0,1.0,international affairs,15.52,17.24,17.24,17.24,17.24,15.52,6.0,10.0,10.0,10.0,8.0,7.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,8.0,9.0,3.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0.4,5.0,,6.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,31.0,24.0,7,1,4.0,7.0,international affairs,16.0,16.0,20.0,16.0,18.0,14.0,5.0,10.0,9.0,6.0,7.0,6.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,-0.44,4.0,,5.0,2.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,31.0,27.0,4,1,4.0,7.0,international affairs,15.38,19.23,19.23,19.23,13.46,13.46,5.0,6.0,7.0,4.0,6.0,4.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,7.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0.29,4.0,,7.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,31.0,25.0,6,0,4.0,7.0,international affairs,17.65,17.65,17.65,15.69,15.69,15.69,3.0,5.0,4.0,3.0,3.0,,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0.32,4.0,,4.0,3.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,31.0,24.0,7,0,4.0,7.0,international affairs,14.0,18.0,20.0,18.0,16.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,10.0,10.0,9.0,10.0,8.0,8.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0.13,4.0,,9.0,7.0,1.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,31.0,23.0,8,0,4.0,7.0,international affairs,15.38,19.23,17.31,19.23,9.62,19.23,4.0,4.0,4.0,4.0,4.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,3.0,6.0,5.0,4.0,4.0,2.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0.03,4.0,,3.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,31.0,30.0,1,1,4.0,7.0,international affairs,17.5,17.5,20.0,12.5,20.0,12.5,2.0,9.0,7.0,2.0,7.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0.37,4.0,,6.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,31.0,25.0,6,1,4.0,7.0,international affairs,13.21,18.87,18.87,16.98,16.98,15.09,5.0,9.0,7.0,5.0,8.0,,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,8.0,8.0,9.0,10.0,9.0,9.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0.72,4.0,,9.0,7.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,31.0,25.0,6,1,4.0,7.0,international affairs,15.38,17.31,17.31,17.31,17.31,15.38,4.0,8.0,8.0,4.0,,,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,-0.18,4.0,,6.0,3.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
