age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,gender_female,gender_male,race_asian/pacific islander/asian-american,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_other,race_nan,race_o_asian/pacific islander/asian-american,race_o_black/african american,race_o_european/caucasian-american,race_o_latino/hispanic american,race_o_other,race_o_nan,field_business_&_finance,field_creative_arts,field_education,field_engineering_&_technology,field_healthcare,field_humanities,field_law_&_public policy,field_mathematics_&_statistics,field_natural_&_physical_sciences,field_other,field_social_sciences
30,29,1,0,1,1,30,10,25,20,8,7,7,6,7,7,6,5,15,20,10,30,5,20,9,9,10,8,7,9,8,8,7,7,5,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.78,9,6,6,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,28,1,1,3,3,5,20,25,25,15,10,5,5,6,3,5,0,30,15,15,20,10,10,6,8,7,7,8,4,7,6,6,5,5,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,0.55,6,0,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,29,2,0,1,3,40,30,10,8,2,10,6,6,7,6,5,3,10,20,20,15,20,15,5,8,7,8,8,4,6,7,6,6,5,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,0.18,3,2,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24,21,3,0,6,5,25,10,25,5,10,25,6,5,7,6,5,6,15,25,20,20,10,10,6,9,6,8,6,6,6,7,4,6,5,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.05,6,2,6,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,25,0,1,2,2,60,20,0,20,0,0,8,8,8,9,7,6,15,18,19,19,17,12,7,9,8,8,9,7,3,10,10,7,7,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.24,5,2,8,10,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,21,0,1,3,1,35,15,5,30,15,0,9,10,10,5,7,4,40,15,10,20,10,5,8,7,7,8,7,6,9,7,7,8,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,-0.15,5,7,5,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,25,4,0,6,9,25,20,15,25,10,5,5,6,5,4,4,3,10,47,16,12,3,12,7,9,8,9,5,7,5,7,5,9,7,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.38,4,5,6,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,23,10,0,1,7,25,20,20,20,5,10,7,8,7,8,8,7,25,20,10,20,20,5,7,8,8,9,7,4,8,6,3,7,6,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,0.48,6,5,7,6,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,24,1,0,9,6,30,30,30,5,2,3,9,8,9,9,9,8,15,20,25,20,10,10,5,9,7,8,7,5,7,8,7,8,6,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,-0.17,6,3,5,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39,27,12,0,1,1,10,20,20,10,20,20,6,7,7,6,6,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,7,7,6,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,0.25,5,5,8,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,25,3,0,6,2,25,20,15,25,10,5,6,6,5,3,4,2,16,20,19,16,18,11,6,9,8,8,8,7,8,8,7,8,6,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,-0.39,7,2,7,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,32,5,1,3,2,30,10,30,20,10,0,3,7,7,1,3,2,25,15,20,20,20,0,8,9,8,9,10,6,10,9,6,7,5,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,-0.35,5,1,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,25,17,0,5,1,11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,7,8,7,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,0.31,5,1,7,6,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,20,1,0,3,1,10,10,35,35,8,2,8,7,8,6,5,2,40,15,10,20,10,5,8,7,7,8,7,8,8,10,10,8,7,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,0,5,7,8,8,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,25,1,0,4,8,25,20,25,20,10,0,7,5,4,4,8,3,35,10,20,20,10,5,8,8,9,8,9,4,6,6,6,6,4,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,-0.19,5,3,5,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,29,6,0,1,1,20,20,20,10,10,20,6,8,8,7,7,8,25,20,20,20,5,10,5,7,8,8,3,8,8,7,7,7,8,3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,0.06,7,4,8,7,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,23,2,1,3,7,14,15,16,17,18,20,4,6,8,7,9,2,50,5,5,5,5,30,9,6,7,10,10,6,7,7,7,7,7,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,0.46,3,2,7,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,21,4,1,3,3,25,25,15,15,10,10,7,7,7,8,9,7,25,20,15,25,10,5,6,8,7,8,9,7,6,6,7,7,5,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,0.19,5,4,6,5,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,25,1,1,1,1,15.38,17.31,17.31,17.31,17.31,15.38,7,7,7,7,7,6,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,5,8,6,5,5,6,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,-0.12,7,3,7,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,25,3,0,2,2,30,15,20,20,0,5,8,7,8,8,7,7,15,20,20,20,15,10,6,8,8,8,8,7,7,8,10,9,8,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,-0.28,6,3,9,5,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,24,3,0,2,4,30,10,20,10,10,20,8,7,9,6,9,7,15,20,20,15,15,15,6,8,8,8,7,5,6,7,7,6,6,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,0.21,3,4,6,6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27,23,4,0,5,8,20,25,20,15,10,10,4,8,9,6,4,6,10,10,30,25,10,15,7,8,7,9,5,4,4,6,7,5,4,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,0.07,7,6,4,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,29,3,1,6,1,95,1,1,1,1,1,10,10,10,9,10,5,15,20,15,30,10,10,4,7,7,8,7,6,6,7,3,7,1,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,-0.34,3,2,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,25,1,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,7,6,8,7,9,8,100,0,0,0,0,0,7,7,10,10,10,8,10,9,9,8,8,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.21,6,1,8,8,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,29,4,0,1,7,75,5,5,10,0,5,10,10,10,10,10,10,25,20,10,20,20,5,7,8,8,9,7,9,8,8,7,9,6,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,0.24,6,5,8,9,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28,30,2,0,7,3,18.6,20.93,23.26,23.26,2.33,11.63,6,6,6,5,6,7,13.04,21.74,17.39,17.39,15.22,15.22,7,9,8,7,8,8,8,8,7,7,6,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,0.45,7,0,6,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32,27,5,0,3,3,20,20,15,15,12,18,4,9,9,6,6,6,15,5,45,10,15,10,7,9,7,10,10,6,7,7,6,7,3,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.35,3,0,7,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,28,6,1,8,2,25,25,25,10,10,5,6,8,7,7,7,6,35,15,15,25,10,0,8,6,9,7,5,7,10,7,7,5,5,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,0.37,3,2,6,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,27,12,1,1,1,25,15,20,20,20,0,6,9,7,6,7,5,40,20,15,20,0,5,8,8,8,8,8,10,10,10,7,7,6,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,0,5,5,9,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,24,3,1,2,3,25,15,25,25,15,15,5,7,8,7,8,8,10,20,20,15,20,15,7,9,9,8,8,5,8,8,7,8,6,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,0.54,5,1,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,33,9,0,1,1,40,15,25,5,15,0,6,6,6,6,6,6,20,10,25,20,10,15,6,8,8,8,7,7,8,8,8,7,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,0.53,4,3,6,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23,24,1,1,5,6,10,15,30,20,15,10,7,5,9,9,8,7,23,14,19,16,10,18,6,7,6,7,5,6,8,6,7,6,6,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,0.26,6,8,6,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,33,6,0,1,1,20,20,20,10,10,20,7,8,7,8,7,8,20,20,20,20,20,0,6,7,8,8,9,8,8,8,8,8,8,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,0.42,6,2,8,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,25,4,1,1,1,16.98,15.09,16.98,16.98,18.87,15.09,6,6,7,6,5,8,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,5,5,5,5,5,6,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,0.48,5,4,5,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,26,4,0,1,1,20,18.37,20,18,10,10.64,2,6,5,4,5,2,30,20,10,30,0,10,5,7,5,8,5,8,8,8,8,8,8,5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,0.21,7,3,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,26,0,1,8,6,20,16,18,16,16,14,4,4,5,5,5,5,19.61,15.69,17.65,15.69,17.65,13.73,9,5,9,10,10,7,7,6,6,6,5,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,0.31,4,2,8,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,23,2,1,10,2,25,10,35,15,0,15,6,4,7,6,2,2,20,20,15,15,15,15,7,9,7,8,6,6,5,8,7,10,8,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.11,5,0,6,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,30,1,0,2,10,10,20,20,10,10,30,6,8,8,6,8,6,95,1,1,1,1,1,7,8,8,8,8,6,6,5,4,3,0,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,-0.03,5,2,5,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,24,4,1,1,1,45,5,25,20,0,5,7,6,8,9,4,5,50,0,25,10,0,15,10,6,10,10,10,8,6,9,9,8,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,0.11,10,3,8,8,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,24,5,0,3,1,50,20,10,5,10,5,9,8,8,7,8,8,75,5,5,10,0,5,9,8,9,9,9,8,9,9,8,8,8,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,0.44,9,3,8,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,28,0,1,6,6,16.36,16.36,18.18,18.18,16.36,14.55,5,10,9,6,9,7,17.39,17.39,19.57,19.57,10.87,15.22,7,8,7,9,6,9,8,9,2,7,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,-0.14,7,3,6,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,25,3,0,1,3,20,20,20,20,10,10,5,10,9,8,9,7,10,20,35,10,5,20,4,7,3,9,2,6,10,5,5,3,6,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,0.04,5,4,6,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33,26,7,1,1,1,30,10,10,30,10,10,5,5,8,5,5,2,15,15,15,20,15,20,5,8,8,9,10,7,7,7,7,7,7,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1,-0.25,5,1,5,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,35,14,0,1,1,10,32,20,12,11,15,8,8,8,7,5,8,19,24,21,23,5,8,7,9,9,9,6,9,10,9,8,7,6.5,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,0.72,6,3,8,9,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25,32,7,0,2,1,17.24,17.24,17.24,17.24,13.79,17.24,7,6,5,5,5,5,11.54,13.46,19.23,19.23,19.23,17.31,9,10,10,10,10,10,10,10,10,10,10,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,0.02,5,3,10,10,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,27,6,0,9,8,17,19,18,17,11,18,8,9,8,8,6,7,25,25,15,15,10,10,8,10,9,8,9,5,10,8,7,8,8,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.38,7,9,6,8,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,27,1,0,2,2,25,20,25,20,10,0,7,7,7,6,7,6,20,30,10,15,10,15,7,6,5,7,7,3,6,6,6,7,6,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,-0.18,4,0,5,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,25,3,0,6,8,20,20,20,20,10,10,7,7,10,10,9,8,20,20,20,10,10,20,6,9,9,9,7,9,9,8,8,6,6,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,0.29,5,4,8,7,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23,27,4,0,3,10,40,0,10,50,0,0,8,7,7,7,4,5,20,20,20,20,20,0,7,9,9,7,9,6,5,6,5,6,5,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,-0.23,5,10,5,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,29,5,1,1,6,45,10,10,30,0,5,6,7,7,7,7,8,22,17,15,15,15,16,8,8,7,8,8,5,6,6,6,6,6,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,-0.16,4,1.5,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,32,4,1,10,10,20,20,20,20,10,10,8,10,10,8,10,4,15,20,35,15,5,10,8,9,6,10,9,7,8,9,3,5,5,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.53,3,4,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,27,4,0,8,1,10,15,30,10,15,20,6,8,7,3,3,6,25,20,15,20,5,15,8,7,8,9,5,5,8,7,7,8,5,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,0.66,6,4,7,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,21,4,0,1,8,15,25,15,15,15,15,8,7,6,10,7,3,17,18,28,27,5,5,6,9,9,10,7,4,4,5,4,4,3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,0.39,7,5,5,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,29,6,1,8,10,50,7,20,23,0,0,8,8,7,7,6,5,15,15,20,15,15,20,9,9,9,9,9,3,4,6,6,7,3,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,0.55,4,3,3,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,27,0,0,9,3,40,20,20,20,0,0,5,6,7,7,7,5,58,5,8,10,7,12,8,9,9,8,8,7,8,7,7,7,8,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,0.53,2,4,7,9,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,26,26,0,1,1,20,18.37,20,18,10,10.64,8,8,8,8,8,8,17.39,17.39,15.22,17.39,13.04,19.57,7,9,8,9,8,6,8,9,7,9,6,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,0.21,7,2,8,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28,25,3,0,1,1,10,25,25,20,10,10,3,4,6,7,5,5,40,20,20,20,0,0,8,10,10,10,10,8,10,10,10,7,8,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,0.61,5,3,7,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,26,7,0,2,1,30,10,10,30,10,10,5,10,8,2,5,2,20,10,20,15,15,20,8,8,7,9,7,8,8,8,7,10,5,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,0.2,8,1,6,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,27,0,1,5,7,15.09,18.87,18.87,16.98,16.98,13.21,5,8,8,6,7,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,5,6,6,4,5,5,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,-0.03,5,3,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,27,0,0,2,2,10,20,20,20,10,20,7,9,7,7,9,2,40,20,20,10,10,0,6,8,9,8,7,6,6,6,7,6,6,9,8,9,9,7,7,9,8,6,2,2,7,6,6,6,4,4,0.03,7,3,6,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,27,5,0,1,1,30,25,10,20,0,15,4,5,5,7,7,4,25,5,20,25,15,10,7,9,9,9,9,7,9,9,8,9,6,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,0.56,5,4,8,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30,23,7,0,1,1,20,20,20,20,20,0,7,10,10,10,10,7,30,25,20,15,5,5,8,8,10,9,10,6,10,10,10,10,9,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,0.64,6,1,8,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,29,3,0,5,9,10,47,16,12,3,12,7,9,9,8,2,7,20,20,20,20,10,10,7,8,9,9,7,10,10,10,10,10,5,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,0.46,7,5,8,5,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,28,2,0,1,9,14.29,16.33,16.33,18.37,18.37,16.33,6,7,7,7,7,6,27.78,19.44,19.44,27.78,2.78,2.78,7,7,7,7,7,8,8,8,8,7,6,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,0.36,6,1,8,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,24,2,0,8,3,19.44,19.44,22.22,16.67,11.11,11.11,5,5,7,8,5,2,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,2,6,7,2,4,2,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,-0.06,6,2,3,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,32,2,0,1,1,20,20,20,15,10,15,9,7,6,9,9,6,15,20,10,30,5,20,9,9,10,8,7,7,9,9,6,10,6,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.5,9,6,7,8,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,22,0,0,8,3,35,40,5,5,7,8,8,8,7,8,7,9,25,7,25,25,8,10,8,7,8,10,8,5,6,6,3,3,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.29,6,2,3,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,27,4,0,1,1,10,15,30,10,15,20,4,6,7,3,5,4,16,16,20,16,16,16,4,8,2,9,9,8,7,7,7,7,7,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,0.38,6,1,5,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,27,2,1,5,5,60,10,10,10,10,0,8,6,6,7,6,8,20,10,30,20,10,10,7,7,6,6,6,7,8,9,8,9,9,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,0.48,7,2,8,8,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,27,1,0,7,4,15,20,20,20,20,5,6,8,8,8,8,6,50,10,10,10,10,10,8,6,9,9,9,9,7,7,6,6,5,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,0.21,7,2,8,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,23,0,0,3,8,20,25,25,30,5,5,5,8,8,7,4,2,15,25,20,10,10,20,7,10,10,9,8,7,7,6,6,6,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,0.35,5,0,6,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,23,0,1,5,6,20,25,25,30,5,5,6,7,7,7,7,5,23,14,19,16,10,18,6,7,6,7,5,8,7,8,7,6,7,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,0.61,6,8,8,7,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,32,10,0,6,2,20,20,20,20,10,10,10,10,8,8,7,6,16,20,19,16,18,11,6,9,8,8,8,8,9,8,9,8,6,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,-0.22,7,2,8,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,30,5,1,1,5,10,20,20,10,10,30,6,7,6,8,5,5,20,15,30,10,15,10,5,9,7,7,9,6,8,8,7,5,6,5,4,4,5,8,10,4,1,1,9,4,6,10,10,10,3,4,0.63,4,0,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,25,5,1,1,1,10,20,20,20,10,20,6,7,8,8,6,6,60,10,10,10,5,5,5,10,6,6,10,8,10,9,7,8,8,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.33,7,3,8,7,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
